Country,ISO3,Continent,Year,Cases per 100k,Deaths per 100k,Cases,Deaths,Population,Median Age,Age Group
Mali,MLI,Africa,2021,68.7,1.93,13918,391,20250834.0,16.3,Under 25
Mali,MLI,Africa,2022,58.1,0.41,11762,83,20250834.0,16.4,Under 25
Mali,MLI,Africa,2023,1.4,0.0,292,0,20250834.0,16.5,Under 25
Malta,MLT,Europe,2020,2893.1,49.6,12774,219,441539.0,40.0,35-44
Malta,MLT,Europe,2021,8991.1,58.21,39699,257,441539.0,40.5,35-44
Malta,MLT,Europe,2022,14474.6,76.78,63911,339,441539.0,41.0,35-44
Malta,MLT,Europe,2023,277.7,2.94,1226,13,441539.0,41.6,35-44
Marshall Islands,MHL,Oceania,2020,6.8,0.0,4,0,58413.0,22.4,Under 25
Marshall Islands,MHL,Oceania,2021,0.0,0.0,0,0,58413.0,22.1,Under 25
Marshall Islands,MHL,Oceania,2022,26608.8,29.1,15543,17,58413.0,21.8,Under 25
Marshall Islands,MHL,Oceania,2023,174.6,0.0,102,0,58413.0,21.6,Under 25
Mauritania,MRT,Africa,2020,308.9,7.46,14364,347,4649660.0,17.9,Under 25
Mauritania,MRT,Africa,2021,583.0,11.16,27109,519,4649660.0,17.9,Under 25
Mauritania,MRT,Africa,2022,472.1,2.82,21952,131,4649660.0,18.1,Under 25
Mauritania,MRT,Africa,2023,5.2,0.0,243,0,4649660.0,18.2,Under 25
Mauritius,MUS,Africa,2020,41.4,0.79,527,10,1271767.0,37.1,35-44
Mauritius,MUS,Africa,2021,5343.2,61.02,67953,776,1271767.0,37.3,35-44
Mauritius,MUS,Africa,2022,17416.7,20.05,221500,255,1271767.0,37.7,35-44
Mauritius,MUS,Africa,2023,476.7,0.24,6062,3,1271767.0,38.2,35-44
Mexico,MEX,North America,2020,1115.9,98.45,1426094,125807,127792286.0,29.1,25-34
Mexico,MEX,North America,2021,1998.3,135.86,2553629,173621,127792286.0,29.4,25-34
Mexico,MEX,North America,2022,2546.9,24.78,3254744,31671,127792286.0,29.7,25-34
Mexico,MEX,North America,2023,194.8,1.63,248977,2089,127792286.0,30.1,25-34
Micronesia,FSM,Oceania,2020,0.0,0.0,0,0,113815.0,23.2,Under 25
Micronesia,FSM,Oceania,2021,0.9,0.0,1,0,113815.0,23.5,Under 25
Micronesia,FSM,Oceania,2022,19507.1,50.96,22202,58,113815.0,23.7,Under 25
Micronesia,FSM,Oceania,2023,1533.2,2.64,1745,3,113815.0,24.0,Under 25
Moldova,MDA,Europe,2020,3595.6,74.11,144818,2985,4027690.0,38.0,35-44
Moldova,MDA,Europe,2021,5743.7,181.0,231337,7290,4027690.0,38.3,35-44
Moldova,MDA,Europe,2022,5472.0,41.17,220395,1658,4027690.0,38.6,35-44
Moldova,MDA,Europe,2023,362.2,1.74,14590,70,4027690.0,38.9,35-44
Monaco,MCO,Europe,2020,2229.6,7.64,875,3,39244.0,56.0,45+
Monaco,MCO,Europe,2021,10472.9,89.19,4110,35,39244.0,56.5,45+
Monaco,MCO,Europe,2022,27935.5,68.8,10963,27,39244.0,55.5,45+
Monaco,MCO,Europe,2023,440.8,5.1,173,2,39244.0,55.2,45+
Mongolia,MNG,Asia,2020,36.5,0.03,1195,1,3278292.0,27.5,25-34
Mongolia,MNG,Asia,2021,21091.0,60.55,691426,1985,3278292.0,27.6,25-34
Mongolia,MNG,Asia,2022,9597.8,4.58,314645,150,3278292.0,27.7,25-34
Mongolia,MNG,Asia,2023,19.3,0.0,634,0,3278292.0,27.8,25-34
Montenegro,MNE,Europe,2020,7681.9,108.59,48247,682,628062.0,39.8,35-44
Montenegro,MNE,Europe,2021,19390.9,275.29,121787,1729,628062.0,40.0,35-44
Montenegro,MNE,Europe,2022,18266.0,60.5,114722,380,628062.0,40.2,35-44
Montenegro,MNE,Europe,2023,645.2,2.71,4052,17,628062.0,40.4,35-44
Morocco,MAR,Africa,2020,1189.9,20.02,439193,7388,36910558.0,29.4,25-34
Morocco,MAR,Africa,2021,1419.4,20.21,523899,7461,36910558.0,29.7,25-34
Morocco,MAR,Africa,2022,835.8,3.91,308503,1445,36910558.0,30.0,25-34
Morocco,MAR,Africa,2023,2.4,0.01,895,2,36910558.0,30.4,25-34
Mozambique,MOZ,Africa,2020,59.6,0.53,18642,166,31255435.0,17.2,Under 25
Mozambique,MOZ,Africa,2021,545.3,5.89,170438,1840,31255435.0,17.2,Under 25
Mozambique,MOZ,Africa,2022,134.0,0.72,41890,224,31255435.0,17.3,Under 25
Mozambique,MOZ,Africa,2023,7.2,0.04,2244,12,31255435.0,17.4,Under 25
Namibia,NAM,Africa,2020,942.2,8.07,23941,205,2540916.0,21.8,Under 25
Namibia,NAM,Africa,2021,4881.4,134.91,124033,3428,2540916.0,21.8,Under 25
Namibia,NAM,Africa,2022,878.5,17.67,22321,449,2540916.0,21.9,Under 25
Namibia,NAM,Africa,2023,33.9,0.31,861,8,2540916.0,22.1,Under 25
Nauru,NRU,Oceania,2020,0.0,0.0,0,0,10834.0,21.8,Under 25
Nauru,NRU,Oceania,2021,0.0,0.0,0,0,10834.0,21.6,Under 25
Nauru,NRU,Oceania,2022,42652.8,9.23,4621,1,10834.0,21.5,Under 25
Nauru,NRU,Oceania,2023,5778.1,0.0,626,0,10834.0,21.3,Under 25
Nepal,NPL,Asia,2020,894.4,6.37,260593,1856,29136808.0,24.8,Under 25
Nepal,NPL,Asia,2021,1948.9,33.42,567838,9738,29136808.0,25.2,25-34
Nepal,NPL,Asia,2022,592.3,1.46,172569,425,29136808.0,25.5,25-34
Nepal,NPL,Asia,2023,0.5,0.0,154,1,29136808.0,25.8,25-34
Netherlands,NLD,Europe,2020,4765.5,67.26,816565,11525,17134873.0,42.6,35-44
Netherlands,NLD,Europe,2021,13902.3,57.58,2382139,9867,17134873.0,42.5,35-44
Netherlands,NLD,Europe,2022,31998.1,13.45,5482833,2305,17134873.0,42.4,35-44
Netherlands,NLD,Europe,2023,182.7,0.05,31298,8,17134873.0,42.4,35-44
New Zealand,NZL,Oceania,2020,44.8,0.54,2162,26,4822233.0,37.6,35-44
New Zealand,NZL,Oceania,2021,248.0,0.46,11958,22,4822233.0,38.0,35-44
New Zealand,NZL,Oceania,2022,43281.3,47.36,2087124,2284,4822233.0,38.2,35-44
New Zealand,NZL,Oceania,2023,2796.8,4.52,134870,218,4822233.0,38.4,35-44
Nicaragua,NIC,North America,2020,72.9,2.49,4829,165,6624554.0,25.4,25-34
Nicaragua,NIC,North America,2021,131.8,0.78,8734,52,6624554.0,25.7,25-34
Nicaragua,NIC,North America,2022,27.2,0.42,1802,28,6624554.0,26.1,25-34
Nicaragua,NIC,North America,2023,4.4,0.0,290,0,6624554.0,26.4,25-34
Niger,NER,Africa,2020,13.7,0.43,3323,104,24206636.0,15.9,Under 25
Niger,NER,Africa,2021,16.9,0.71,4082,171,24206636.0,16.0,Under 25
Niger,NER,Africa,2022,8.5,0.16,2068,39,24206636.0,16.2,Under 25
Niger,NER,Africa,2023,0.1,0.0,35,1,24206636.0,16.3,Under 25
Nigeria,NGA,Africa,2020,42.5,0.63,87607,1289,206139587.0,18.3,Under 25
Nigeria,NGA,Africa,2021,74.7,0.84,153906,1741,206139587.0,18.5,Under 25
Nigeria,NGA,Africa,2022,12.1,0.06,24868,125,206139587.0,18.7,Under 25
Nigeria,NGA,Africa,2023,0.1,0.0,217,0,206139587.0,18.9,Under 25
North Macedonia,MKD,Europe,2020,3999.7,120.14,83329,2503,2083380.0,40.5,35-44
North Macedonia,MKD,Europe,2021,6802.4,261.93,141720,5457,2083380.0,40.8,35-44
North Macedonia,MKD,Europe,2022,5786.5,79.39,120554,1654,2083380.0,41.1,35-44
North Macedonia,MKD,Europe,2023,60.0,2.3,1249,48,2083380.0,41.5,35-44
Norway,NOR,Europe,2020,914.3,8.04,49567,436,5421242.0,40.2,35-44
Norway,NOR,Europe,2021,6358.2,16.03,344692,869,5421242.0,40.4,35-44
Norway,NOR,Europe,2022,19936.7,62.07,1080818,3365,5421242.0,40.5,35-44
Norway,NOR,Europe,2023,81.7,10.02,4429,543,5421242.0,40.6,35-44
Oman,OMN,Asia,2020,2523.5,29.35,128867,1499,5106622.0,29.7,25-34
Oman,OMN,Asia,2021,3458.7,51.25,176622,2617,5106622.0,29.8,25-34
Oman,OMN,Asia,2022,1834.2,10.03,93665,512,5106622.0,30.2,25-34
Oman,OMN,Asia,2023,5.8,0.0,295,0,5106622.0,30.4,25-34
Pakistan,PAK,Asia,2020,218.3,4.61,482178,10176,220892331.0,20.9,Under 25
Pakistan,PAK,Asia,2021,368.4,8.49,813755,18757,220892331.0,21.1,Under 25
Pakistan,PAK,Asia,2022,126.7,0.77,279839,1703,220892331.0,21.2,Under 25
Pakistan,PAK,Asia,2023,0.7,0.0,1639,8,220892331.0,21.4,Under 25
Palau,PLW,Oceania,2020,0.0,0.0,0,0,18008.0,38.0,35-44
Palau,PLW,Oceania,2021,55.5,0.0,10,0,18008.0,38.3,35-44
Palau,PLW,Oceania,2022,33102.0,49.98,5961,9,18008.0,38.7,35-44
Palau,PLW,Oceania,2023,111.1,0.0,20,0,18008.0,39.0,35-44
Panama,PAN,North America,2020,5719.7,93.21,246790,4022,4314768.0,29.8,25-34
Panama,PAN,North America,2021,5773.9,78.94,249130,3406,4314768.0,30.1,25-34
Panama,PAN,North America,2022,12233.8,26.4,527858,1139,4314768.0,30.4,25-34
Panama,PAN,North America,2023,184.3,0.97,7953,42,4314768.0,30.8,25-34
Papua New Guinea,PNG,Oceania,2020,8.7,0.1,780,9,8947027.0,22.8,Under 25
Papua New Guinea,PNG,Oceania,2021,395.4,6.49,35378,581,8947027.0,23.0,Under 25
Papua New Guinea,PNG,Oceania,2022,117.4,0.88,10505,79,8947027.0,23.2,Under 25
Papua New Guinea,PNG,Oceania,2023,1.8,0.01,162,1,8947027.0,23.5,Under 25
Paraguay,PRY,South America,2020,1513.2,31.71,107932,2262,7132530.0,26.7,25-34
Paraguay,PRY,South America,2021,5021.6,201.36,358169,14362,7132530.0,26.9,25-34
Paraguay,PRY,South America,2022,4572.2,42.96,326114,3064,7132530.0,27.2,25-34
Paraguay,PRY,South America,2023,226.9,2.66,16186,190,7132530.0,27.5,25-34
Peru,PER,South America,2020,3078.8,282.27,1015137,93070,32971846.0,29.7,25-34
Peru,PER,South America,2021,3887.2,332.47,1281694,109620,32971846.0,29.9,25-34
Peru,PER,South America,2022,6556.5,47.14,2161812,15542,32971846.0,30.3,25-34
Peru,PER,South America,2023,87.7,3.96,28910,1307,32971846.0,30.6,25-34
Philippines,PHL,Asia,2020,432.6,8.44,474064,9244,109581085.0,25.3,25-34
Philippines,PHL,Asia,2021,2162.7,38.57,2369915,42260,109581085.0,25.7,25-34
Philippines,PHL,Asia,2022,1113.8,12.67,1220464,13881,109581085.0,26.1,25-34
Philippines,PHL,Asia,2023,11.9,0.73,13009,803,109581085.0,26.5,25-34
Poland,POL,Europe,2020,3421.4,75.45,1294878,28554,37846605.0,41.3,35-44
Poland,POL,Europe,2021,7433.5,180.99,2813337,68500,37846605.0,41.6,35-44
Poland,POL,Europe,2022,5972.2,56.75,2260264,21479,37846605.0,42.1,35-44
Poland,POL,Europe,2023,202.1,1.26,76481,477,37846605.0,42.5,35-44
Portugal,PRT,Europe,2020,4057.0,67.73,413678,6906,10196707.0,46.2,45+
Portugal,PRT,Europe,2021,9571.4,118.17,975968,12049,10196707.0,46.6,45+
Portugal,PRT,Europe,2022,40840.8,66.29,4164412,6759,10196707.0,47.0,45+
Portugal,PRT,Europe,2023,161.0,5.41,16415,552,10196707.0,47.4,45+
Qatar,QAT,Asia,2020,4992.4,8.5,143834,245,2881060.0,32.8,25-34
Qatar,QAT,Asia,2021,3703.3,12.95,106694,373,2881060.0,33.1,25-34
Qatar,QAT,Asia,2022,8292.1,2.33,238900,67,2881060.0,33.8,25-34
Qatar,QAT,Asia,2023,196.5,0.1,5662,3,2881060.0,34.6,25-34
Romania,ROU,Europe,2020,3286.6,81.96,632263,15767,19237682.0,43.1,35-44
Romania,ROU,Europe,2021,6116.3,223.44,1176628,42985,19237682.0,43.3,35-44
Romania,ROU,Europe,2022,7795.1,44.82,1499589,8622,19237682.0,43.5,35-44
Romania,ROU,Europe,2023,195.3,1.88,37566,362,19237682.0,43.8,35-44
Russia,RUS,Europe,2020,2143.0,38.56,3127347,56271,145934460.0,39.8,35-44
Russia,RUS,Europe,2021,4929.0,168.84,7193058,246400,145934460.0,39.9,35-44
Russia,RUS,Europe,2022,7654.2,56.96,11170110,83118,145934460.0,40.2,35-44
Russia,RUS,Europe,2023,401.1,1.84,585343,2689,145934460.0,40.7,35-44
Rwanda,RWA,Africa,2020,64.7,0.71,8383,92,12952209.0,19.9,Under 25
Rwanda,RWA,Africa,2021,798.3,9.71,103403,1258,12952209.0,20.1,Under 25
Rwanda,RWA,Africa,2022,163.2,0.9,21134,117,12952209.0,20.3,Under 25
Rwanda,RWA,Africa,2023,2.1,0.01,274,1,12952209.0,20.6,Under 25
Saint Kitts and Nevis,KNA,North America,2020,60.2,0.0,32,0,53192.0,35.4,35-44
Saint Kitts and Nevis,KNA,North America,2021,5577.9,52.64,2967,28,53192.0,35.8,35-44
Saint Kitts and Nevis,KNA,North America,2022,6698.4,33.84,3563,18,53192.0,36.1,35-44
Saint Kitts and Nevis,KNA,North America,2023,65.8,1.88,35,1,53192.0,36.6,35-44
Saint Lucia,LCA,North America,2020,192.2,2.72,353,5,183629.0,33.8,25-34
Saint Lucia,LCA,North America,2021,7197.7,157.93,13217,290,183629.0,34.1,25-34
Saint Lucia,LCA,North America,2022,8806.3,62.08,16171,114,183629.0,34.5,25-34
Saint Lucia,LCA,North America,2023,143.2,0.0,263,0,183629.0,35.0,35-44
Saint Vincent and the Grenadines,VCT,North America,2020,109.1,0.0,121,0,110947.0,34.3,25-34
Saint Vincent and the Grenadines,VCT,North America,2021,5163.7,73.01,5729,81,110947.0,34.5,25-34
Saint Vincent and the Grenadines,VCT,North America,2022,3324.1,34.25,3688,38,110947.0,34.8,25-34
Saint Vincent and the Grenadines,VCT,North America,2023,46.0,3.61,51,4,110947.0,35.0,35-44
Samoa,WSM,Oceania,2020,1.0,0.0,2,0,196130.0,21.3,Under 25
Samoa,WSM,Oceania,2021,0.5,0.0,1,0,196130.0,21.2,Under 25
Samoa,WSM,Oceania,2022,8147.1,14.79,15979,29,196130.0,21.0,Under 25
Samoa,WSM,Oceania,2023,318.7,0.0,625,0,196130.0,20.8,Under 25
San Marino,SMR,Europe,2020,6874.3,173.85,2333,59,33938.0,47.1,45+
San Marino,SMR,Europe,2021,17293.3,120.81,5869,41,33938.0,47.5,45+
San Marino,SMR,Europe,2022,43626.6,61.88,14806,21,33938.0,48.0,45+
San Marino,SMR,Europe,2023,1791.5,2.95,608,1,33938.0,48.8,45+
Sao Tome and Principe,STP,Africa,2020,462.7,7.76,1014,17,219161.0,19.6,Under 25
Sao Tome and Principe,STP,Africa,2021,1315.5,18.25,2883,40,219161.0,19.8,Under 25
Sao Tome and Principe,STP,Africa,2022,1086.9,9.13,2382,20,219161.0,20.0,Under 25
Sao Tome and Principe,STP,Africa,2023,0.9,0.0,2,0,219161.0,20.1,Under 25
Saudi Arabia,SAU,Asia,2020,1041.9,17.88,362741,6223,34813867.0,29.5,25-34
Saudi Arabia,SAU,Asia,2021,555.8,7.62,193495,2654,34813867.0,29.5,25-34
Saudi Arabia,SAU,Asia,2022,777.8,1.84,270768,641,34813867.0,30.0,25-34
Saudi Arabia,SAU,Asia,2023,9.0,0.29,3123,100,34813867.0,30.5,25-34
Senegal,SEN,Africa,2020,114.3,2.45,19140,410,16743930.0,19.5,Under 25
Senegal,SEN,Africa,2021,333.9,8.84,55915,1480,16743930.0,19.8,Under 25
Senegal,SEN,Africa,2022,82.7,0.47,13845,78,16743930.0,20.0,Under 25
Senegal,SEN,Africa,2023,0.2,0.02,26,3,16743930.0,20.2,Under 25
Serbia,SRB,Europe,2020,3867.6,36.75,337923,3211,8737370.0,44.5,35-44
Serbia,SRB,Europe,2021,11003.5,108.76,961416,9503,8737370.0,44.6,35-44
Serbia,SRB,Europe,2022,13126.5,54.99,1146914,4805,8737370.0,44.8,35-44
Serbia,SRB,Europe,2023,616.8,4.14,53889,362,8737370.0,45.0,45+
Seychelles,SYC,Africa,2020,229.8,0.0,226,0,98340.0,33.8,25-34
Seychelles,SYC,Africa,2021,24976.6,136.26,24562,134,98340.0,34.3,25-34
Seychelles,SYC,Africa,2022,25998.6,38.64,25567,38,98340.0,34.5,25-34
Seychelles,SYC,Africa,2023,315.2,0.0,310,0,98340.0,34.8,25-34
Sierra Leone,SLE,Africa,2020,32.7,0.95,2611,76,7976985.0,19.7,Under 25
Sierra Leone,SLE,Africa,2021,55.8,0.59,4453,47,7976985.0,19.9,Under 25
Sierra Leone,SLE,Africa,2022,8.7,0.04,696,3,7976985.0,20.2,Under 25
Sierra Leone,SLE,Africa,2023,0.0,0.0,0,0,7976985.0,20.4,Under 25
Singapore,SGP,Asia,2020,1001.6,0.5,58599,29,5850343.0,35.7,35-44
Singapore,SGP,Asia,2021,3774.2,13.66,220806,799,5850343.0,35.9,35-44
Singapore,SGP,Asia,2022,32866.6,15.09,1922809,883,5850343.0,35.8,35-44
Singapore,SGP,Asia,2023,565.4,0.19,33080,11,5850343.0,36.4,35-44
Slovakia,SVK,Europe,2020,5052.8,39.34,274603,2138,5434712.0,41.4,35-44
Slovakia,SVK,Europe,2021,20175.5,266.75,1096479,14497,5434712.0,41.7,35-44
Slovakia,SVK,Europe,2022,23666.6,77.06,1286210,4188,5434712.0,42.1,35-44
Slovakia,SVK,Europe,2023,188.8,3.9,10259,212,5434712.0,42.5,35-44
Slovenia,SVN,Europe,2020,5875.7,129.73,122152,2697,2078932.0,44.0,35-44
Slovenia,SVN,Europe,2021,16445.8,139.11,341896,2892,2078932.0,44.3,35-44
Slovenia,SVN,Europe,2022,40568.6,68.26,843394,1419,2078932.0,44.7,35-44
Slovenia,SVN,Europe,2023,1167.2,3.37,24265,70,2078932.0,45.1,45+
Solomon Islands,SLB,Oceania,2020,2.6,0.0,17,0,652858.0,20.7,Under 25
Solomon Islands,SLB,Oceania,2021,1.1,0.0,7,0,652858.0,20.9,Under 25
Solomon Islands,SLB,Oceania,2022,3760.5,23.44,24551,153,652858.0,21.1,Under 25
Solomon Islands,SLB,Oceania,2023,0.0,0.0,0,0,652858.0,21.4,Under 25
Somalia,SOM,Africa,2020,29.7,0.82,4714,130,15893219.0,16.3,Under 25
Somalia,SOM,Africa,2021,118.4,7.57,18818,1203,15893219.0,16.3,Under 25
Somalia,SOM,Africa,2022,23.7,0.18,3768,28,15893219.0,16.4,Under 25
Somalia,SOM,Africa,2023,0.2,0.0,24,0,15893219.0,16.5,Under 25
South Africa,ZAF,Africa,2020,1782.5,48.0,1057161,28469,59308690.0,28.5,25-34
South Africa,ZAF,Africa,2021,4048.5,105.68,2401125,62676,59308690.0,28.8,25-34
South Africa,ZAF,Africa,2022,996.3,19.26,590916,11423,59308690.0,29.1,25-34
South Africa,ZAF,Africa,2023,30.1,0.05,17865,27,59308690.0,29.4,25-34
South Sudan,SSD,Africa,2020,31.8,0.56,3558,63,11193729.0,18.2,Under 25
South Sudan,SSD,Africa,2021,104.4,0.64,11684,72,11193729.0,18.4,Under 25
South Sudan,SSD,Africa,2022,27.9,0.03,3126,3,11193729.0,18.8,Under 25
South Sudan,SSD,Africa,2023,0.0,0.0,0,0,11193729.0,19.1,Under 25
Spain,ESP,Europe,2020,4124.2,108.73,1928265,50837,46754783.0,44.7,35-44
Spain,ESP,Europe,2021,9339.1,82.49,4366480,38568,46754783.0,45.1,45+
Spain,ESP,Europe,2022,15804.8,59.22,7389513,27690,46754783.0,45.6,45+
Spain,ESP,Europe,2023,184.3,5.1,86171,2384,46754783.0,46.2,45+
Sri Lanka,LKA,Asia,2020,202.2,0.95,43299,204,21413250.0,33.2,25-34
Sri Lanka,LKA,Asia,2021,2540.2,69.0,543946,14775,21413250.0,33.4,25-34
Sri Lanka,LKA,Asia,2022,395.3,8.58,84646,1838,21413250.0,33.7,25-34
Sri Lanka,LKA,Asia,2023,0.7,0.06,148,13,21413250.0,33.9,25-34
Sudan,SDN,Africa,2020,58.2,3.35,25500,1468,43849269.0,18.9,Under 25
Sudan,SDN,Africa,2021,47.9,4.25,21018,1863,43849269.0,19.0,Under 25
Sudan,SDN,Africa,2022,39.2,3.79,17168,1663,43849269.0,19.2,Under 25
Sudan,SDN,Africa,2023,0.3,0.05,143,23,43849269.0,19.4,Under 25
Suriname,SUR,South America,2020,1058.6,20.8,6210,122,586634.0,28.6,25-34
Suriname,SUR,South America,2021,7881.6,181.89,46236,1067,586634.0,28.8,25-34
Suriname,SUR,South America,2022,4966.5,34.77,29135,204,586634.0,29.0,25-34
Suriname,SUR,South America,2023,151.0,1.88,886,11,586634.0,29.2,25-34
Sweden,SWE,Europe,2020,4330.8,86.41,437379,8727,10099270.0,40.6,35-44
Sweden,SWE,Europe,2021,8687.8,65.18,877405,6583,10099270.0,40.7,35-44
Sweden,SWE,Europe,2022,13467.1,64.53,1360078,6517,10099270.0,40.8,35-44
Sweden,SWE,Europe,2023,242.4,19.31,24477,1950,10099270.0,41.1,35-44
Switzerland,CHE,Europe,2020,5226.1,90.97,452296,7873,8654618.0,42.7,35-44
Switzerland,CHE,Europe,2021,10171.7,50.19,880319,4344,8654618.0,42.8,35-44
Switzerland,CHE,Europe,2022,35436.6,22.6,3066901,1956,8654618.0,43.1,35-44
Switzerland,CHE,Europe,2023,166.3,0.43,14395,37,8654618.0,43.5,35-44
Syria,SYR,Asia,2020,65.3,4.06,11434,711,17500657.0,21.7,Under 25
Syria,SYR,Asia,2021,222.0,12.49,38844,2186,17500657.0,22.2,Under 25
Syria,SYR,Asia,2022,40.8,1.52,7145,266,17500657.0,22.9,Under 25
Syria,SYR,Asia,2023,0.3,0.01,44,1,17500657.0,23.6,Under 25
Taiwan*,TWN,Asia,2020,3.4,0.03,799,7,23816775.0,43.0,35-44
Taiwan*,TWN,Asia,2021,68.1,3.54,16230,843,23816775.0,43.6,35-44
Taiwan*,TWN,Asia,2022,37076.1,60.47,8830331,14403,23816775.0,44.2,35-44
Taiwan*,TWN,Asia,2023,4717.6,10.16,1123577,2419,23816775.0,44.9,35-44
Tajikistan,TJK,Asia,2020,143.3,0.94,13665,90,9537642.0,22.5,Under 25
Tajikistan,TJK,Asia,2021,40.1,0.37,3828,35,9537642.0,22.7,Under 25
Tajikistan,TJK,Asia,2022,3.1,0.0,293,0,9537642.0,22.8,Under 25
Tajikistan,TJK,Asia,2023,0.0,0.0,0,0,9537642.0,23.0,Under 25
Tanzania,TZA,Africa,2020,0.9,0.04,509,21,59734213.0,18.0,Under 25
Tanzania,TZA,Africa,2021,48.2,1.2,28797,716,59734213.0,18.1,Under 25
Tanzania,TZA,Africa,2022,21.8,0.18,13045,108,59734213.0,18.2,Under 25
Tanzania,TZA,Africa,2023,0.9,0.0,555,1,59734213.0,18.3,Under 25
Thailand,THA,Asia,2020,9.9,0.09,6884,61,69799978.0,39.5,35-44
Thailand,THA,Asia,2021,3175.6,31.0,2216551,21637,69799978.0,40.0,35-44
Thailand,THA,Asia,2022,3579.3,17.04,2498373,11896,69799978.0,40.4,35-44
Thailand,THA,Asia,2023,9.1,0.46,6374,324,69799978.0,40.9,35-44
Timor-Leste,TLS,Asia,2020,3.3,0.0,44,0,1318442.0,21.2,Under 25
Timor-Leste,TLS,Asia,2021,1501.2,9.25,19793,122,1318442.0,21.5,Under 25
Timor-Leste,TLS,Asia,2022,269.2,1.21,3549,16,1318442.0,21.8,Under 25
Timor-Leste,TLS,Asia,2023,2.5,0.0,33,0,1318442.0,22.1,Under 25
Togo,TGO,Africa,2020,43.9,0.82,3633,68,8278737.0,19.5,Under 25
Togo,TGO,Africa,2021,320.5,2.17,26530,180,8278737.0,19.6,Under 25
Togo,TGO,Africa,2022,110.9,0.51,9180,42,8278737.0,19.8,Under 25
Togo,TGO,Africa,2023,0.6,0.0,53,0,8278737.0,19.9,Under 25
Tonga,TON,Oceania,2020,0.0,0.0,0,0,105697.0,21.9,Under 25
Tonga,TON,Oceania,2021,0.9,0.0,1,0,105697.0,21.8,Under 25
Tonga,TON,Oceania,2022,15336.3,11.35,16210,12,105697.0,21.7,Under 25
Tonga,TON,Oceania,2023,566.7,0.95,599,1,105697.0,21.7,Under 25
Trinidad and Tobago,TTO,North America,2020,510.9,9.07,7150,127,1399491.0,36.6,35-44
Trinidad and Tobago,TTO,North America,2021,6055.7,195.93,84749,2742,1399491.0,37.0,35-44
Trinidad and Tobago,TTO,North America,2022,6726.3,101.04,94134,1414,1399491.0,37.5,35-44
Trinidad and Tobago,TTO,North America,2023,277.6,5.14,3885,72,1399491.0,38.0,35-44
Tunisia,TUN,Africa,2020,1177.3,39.56,139140,4676,11818618.0,32.3,25-34
Tunisia,TUN,Africa,2021,4971.5,176.78,587566,20893,11818618.0,32.6,25-34
Tunisia,TUN,Africa,2022,3561.0,31.43,420865,3715,11818618.0,32.9,25-34
Tunisia,TUN,Africa,2023,30.1,0.48,3555,57,11818618.0,33.3,25-34
Turkey,TUR,Asia,2020,2618.8,24.76,2208652,20881,84339067.0,32.5,25-34
Turkey,TUR,Asia,2021,8624.6,72.9,7273898,61480,84339067.0,32.9,25-34
Turkey,TUR,Asia,2022,8818.1,22.34,7437088,18842,84339067.0,33.3,25-34
Turkey,TUR,Asia,2023,145.9,0.34,123084,289,84339067.0,33.7,25-34
Tuvalu,TUV,Oceania,2020,0.0,0.0,0,0,11792.0,25.3,25-34
Tuvalu,TUV,Oceania,2021,0.0,0.0,0,0,11792.0,25.2,25-34
Tuvalu,TUV,Oceania,2022,23787.3,0.0,2805,0,11792.0,25.3,25-34
Tuvalu,TUV,Oceania,2023,0.0,0.0,0,0,11792.0,25.3,25-34
US,USA,North America,2020,6137.2,106.42,20219878,350604,329466283.0,38.4,35-44
US,USA,North America,2021,10528.5,144.13,34687839,474864,329466283.0,38.6,35-44
US,USA,North America,2022,13918.8,81.13,45857616,267296,329466283.0,38.9,35-44
US,USA,North America,2023,921.9,9.43,3037369,31072,329466283.0,39.2,35-44
Uganda,UGA,Africa,2020,77.0,0.55,35216,251,45741000.0,17.0,Under 25
Uganda,UGA,Africa,2021,230.7,6.65,105521,3043,45741000.0,17.3,Under 25
Uganda,UGA,Africa,2022,63.9,0.73,29248,336,45741000.0,17.4,Under 25
Uganda,UGA,Africa,2023,1.2,0.0,559,0,45741000.0,17.6,Under 25
Ukraine,UKR,Europe,2020,2485.5,44.09,1086997,19281,43733759.0,41.9,35-44
Ukraine,UKR,Europe,2021,6311.4,189.34,2760229,82807,43733759.0,42.2,35-44
Ukraine,UKR,Europe,2022,4151.3,37.96,1815506,16601,43733759.0,42.7,35-44
Ukraine,UKR,Europe,2023,112.5,1.36,49197,594,43733759.0,43.2,35-44
United Arab Emirates,ARE,Asia,2020,2101.2,6.76,207822,669,9890400.0,31.9,25-34
United Arab Emirates,ARE,Asia,2021,5602.6,15.12,554115,1495,9890400.0,31.9,25-34
United Arab Emirates,ARE,Asia,2022,2882.3,1.86,285071,184,9890400.0,31.9,25-34
United Arab Emirates,ARE,Asia,2023,62.7,0.01,6205,1,9890400.0,32.6,25-34
United Kingdom,GBR,Europe,2020,3677.0,140.1,2496187,95107,67886004.0,40.3,35-44
United Kingdom,GBR,Europe,2021,15488.7,121.91,10514666,82762,67886004.0,40.4,35-44
United Kingdom,GBR,Europe,2022,16726.3,57.72,11354835,39185,67886004.0,40.6,35-44
United Kingdom,GBR,Europe,2023,431.6,5.4,293017,3667,67886004.0,40.9,35-44
